,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6626,Back At The Barnyard: Slop Bucket Games,Sports,THQ,0.12,0.0,0.0,0.01,0.14
6627,BIT.TRIP SAGA,Misc,Rising Star Games,0.09,0.04,0.0,0.01,0.14
6628,Tomb Raider: The Prophecy,Action,Ubisoft,0.1,0.04,0.0,0.0,0.14
6629,Atari's Greatest Hits: Volume 1,Misc,Atari,0.13,0.0,0.0,0.01,0.14
6630,Top Shot Arcade,Shooter,Activision,0.13,0.0,0.0,0.01,0.14
6631,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,Fighting,Namco Bandai Games,0.04,0.01,0.08,0.0,0.14
6632,Igor: The Game,Adventure,CDV Software Entertainment,0.13,0.0,0.0,0.01,0.14
6633,Touch My Katamari,Puzzle,Namco Bandai Games,0.08,0.04,0.0,0.02,0.14
6634,ArmA II,Shooter,505 Games,0.0,0.12,0.0,0.03,0.14
6635,Asphalt: Urban GT 2,Racing,Ubisoft,0.09,0.04,0.0,0.01,0.14
6636,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14
6637,Inversion,Shooter,Namco Bandai Games,0.06999999999999999,0.05,0.0,0.02,0.14
6638,Interactive Sampler Disc 6,Misc,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14
6639,Imagine: Fashion Stylist,Simulation,Ubisoft,0.13,0.0,0.0,0.01,0.14
6640,In the Hunt,Shooter,THQ,0.03,0.02,0.07,0.01,0.14
6641,Jikkyou Powerful Pro Yakyuu Wii,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
6642,I Spy: Universe,Puzzle,Scholastic Inc.,0.13,0.0,0.0,0.01,0.14
6643,Bassmasters 2000,Sports,THQ,0.11,0.03,0.0,0.0,0.14
6644,Tennis no Oji-Sama: Aim at The Victory!,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
6645,Kidou Senshi Gundam: Shin Gihren no Yabou,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
6646,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
6647,Magnetica,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14
6648,To Heart,Adventure,Aqua Plus,0.0,0.0,0.13,0.01,0.14
6649,Ape Escape Academy (jp sales),Misc,Sony Computer Entertainment,0.0,0.0,0.13,0.0,0.14
6650,Barbarian,Fighting,Titus,0.07,0.06,0.0,0.02,0.14
6651,Star Wars: Jedi Power Battles,Action,THQ,0.1,0.04,0.0,0.0,0.14
6652,Hero's Saga Laevatein Tactics,Role-Playing,GungHo,0.13,0.0,0.0,0.01,0.14
6653,Game Party: Champions,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0.0,0.01,0.14
6654,Hexyz Force,Role-Playing,Atlus,0.07,0.0,0.06,0.01,0.14
6655,Wild Earth: African Safari,Simulation,Majesco Entertainment,0.11,0.02,0.0,0.01,0.14
6656,Fear Factor: Unleashed,Action,Hip Interactive,0.1,0.04,0.0,0.0,0.14
6657,MXGP 2,Racing,Milestone S.r.l.,0.04,0.08,0.0,0.01,0.14
6658,Wild ARMs XF,Role-Playing,505 Games,0.07,0.0,0.06,0.01,0.14
6659,Star Ocean: Blue Sphere,Role-Playing,Enix Corporation,0.0,0.0,0.14,0.0,0.14
6660,Star Trek: Shattered Universe,Simulation,Global Star,0.08,0.05,0.0,0.01,0.14
6661,"Lunar 2: Eternal Blue(sales, but wrong system)",Role-Playing,Game Arts,0.0,0.0,0.14,0.0,0.14
6662,Cake Mania 3,Simulation,Majesco Entertainment,0.13,0.0,0.0,0.01,0.14
6663,Fate/Unlimited Codes,Fighting,Capcom,0.0,0.0,0.14,0.0,0.14
6664,Nitrobike,Racing,Ubisoft,0.11,0.01,0.0,0.01,0.14
6665,Fur Fighters: Viggo's Revenge,Action,Acclaim Entertainment,0.07,0.05,0.0,0.02,0.14
6666,Wild ARMs 4,Role-Playing,505 Games,0.07,0.06,0.0,0.02,0.14
6667,Jim Henson's the Muppets: On With the Show!,Action,TDK Mediactive,0.1,0.04,0.0,0.0,0.14
6668,Barbie Explorer,Platform,Unknown,0.08,0.05,0.0,0.01,0.14
6669,Tamagotchi no Appare! Niji Venture,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
6670,Houshinengi,Strategy,Tecmo Koei,0.0,0.0,0.13,0.01,0.14
6671,CSI: 3 Dimensions of Murder,Adventure,Ubisoft,0.07,0.06,0.0,0.02,0.14
6672,Akiba's Trip,Adventure,Acquire,0.0,0.0,0.14,0.0,0.14
6673,Who Wants to Be a Millionaire: 3rd Edition,Misc,Ubisoft,0.14,0.0,0.0,0.01,0.14
6674,Lord of the Rings: Tactics,Strategy,Electronic Arts,0.11,0.02,0.0,0.02,0.14
6675,Thunder Truck Rally,Racing,Psygnosis,0.08,0.05,0.0,0.01,0.14
6676,Zathura,Adventure,Take-Two Interactive,0.08,0.05,0.0,0.02,0.13999999999999999
6677,Marvel Avengers: Battle for Earth,Action,Ubisoft,0.09000000000000001,0.04,0.0,0.01,0.13999999999999999
6678,Super Robot Wars BX,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
6679,Quantum Redshift,Racing,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.13
6680,Superman: The Man of Steel,Action,Atari,0.1,0.03,0.0,0.0,0.13
6681,Surf Riders,Sports,Ubisoft,0.07,0.05,0.0,0.01,0.13
6682,Brothers in Arms: Double Time,Shooter,Ubisoft,0.11,0.0,0.0,0.01,0.13
6683,Bratz,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.13
6684,Brain Assist,Misc,Sega,0.12,0.0,0.0,0.01,0.13
6685,TOCA Race Driver 3,Racing,Codemasters,0.07,0.06,0.0,0.01,0.13
6686,No Fear Downhill Mountain Biking,Sports,Codemasters,0.07,0.05,0.0,0.01,0.13
6687,Left Brain Right Brain 2,Misc,Majesco Entertainment,0.12,0.0,0.0,0.01,0.13
6688,Last Ranker,Role-Playing,Capcom,0.0,0.0,0.13,0.0,0.13
6689,Medalot 7,Action,Rocket Company,0.0,0.0,0.13,0.0,0.13
6690,Mayhem 3D,Racing,Evolved Games,0.11,0.0,0.0,0.01,0.13
6691,Hasbro Family Fun Pack,Misc,Ubisoft,0.1,0.02,0.0,0.01,0.13
6692,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,Misc,D3Publisher,0.0,0.0,0.13,0.0,0.13
6693,Momotaro Douchuuki,Misc,Hudson Soft,0.0,0.0,0.13,0.0,0.13
6694,Eternal Poison (JP sales),Role-Playing,Banpresto,0.0,0.0,0.13,0.0,0.13
6695,Paperboy / Rampage,Misc,Zoo Digital Publishing,0.1,0.04,0.0,0.0,0.13
6696,Freestyle Metal X,Racing,Midway Games,0.07,0.03,0.0,0.01,0.13
6697,Gravity Rush Remastered,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01,0.13
6698,Summon Night: Twin Age,Role-Playing,Banpresto,0.07,0.0,0.05,0.01,0.13
6699,Tales of the Heroes: Twin Brave,Role-Playing,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
6700,Suite PreCure: Melody Collection,Misc,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
6701,Suikoden: Tsumugareshi Hyakunen no Toki,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
6702,Bakugan: Battle Trainer,Action,Activision,0.12,0.0,0.0,0.01,0.13
6703,Go Play: Circus Star,Action,Majesco Entertainment,0.12,0.0,0.0,0.01,0.13
6704,Backyard Soccer,Sports,Infogrames,0.07,0.05,0.0,0.01,0.13
6705,Azure Dreams,Role-Playing,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13
6706,Total Immersion Racing,Racing,Empire Interactive,0.07,0.05,0.0,0.01,0.13
6707,Assault: Retribution,Action,Telstar,0.07,0.05,0.0,0.01,0.13
6708,Assassination Classroom: Grand Siege on Kuro-sensei,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
6709,Transformers: War for Cybertron -- Decepticons,Action,Activision,0.11,0.01,0.0,0.01,0.13
6710,Teenage Mutant Ninja Turtles: Arcade Attack,Action,Ubisoft,0.12,0.0,0.0,0.01,0.13
6711,Penguins of Madagascar,Action,Namco Bandai Games,0.01,0.1,0.0,0.0,0.13
6712,Borderlands: Double Game Add-On Pack,Shooter,Take-Two Interactive,0.1,0.02,0.0,0.01,0.13
6713,Castrol Honda Superbike Racing,Racing,THQ,0.07,0.05,0.0,0.01,0.13
6714,Castlevania: Legacy of Darkness,Platform,Konami Digital Entertainment,0.06,0.02,0.05,0.0,0.13
6715,Castlevania Chronicles,Platform,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13
6716,Spider-Man: Battle for New York,Platform,Activision,0.12,0.0,0.0,0.01,0.13
6717,Stacked with Daniel Negreanu,Misc,Myelin Media,0.09,0.04,0.0,0.01,0.13
6718,Cabela's Outdoor Adventures,Sports,Zoo Digital Publishing,0.11,0.03,0.0,0.0,0.13
6719,Steel Battalion: Heavy Armor,Misc,Capcom,0.08,0.03,0.02,0.01,0.13
6720,Steins;Gate 0,Adventure,PQube,0.0,0.0,0.13,0.0,0.13
6721,Dragon Ball: Origins,Action,Atari,0.09,0.03,0.0,0.01,0.13
6722,Fire ProWrestling,Fighting,Spike,0.09,0.03,0.0,0.0,0.13
6723,Metal Max 3,Role-Playing,Enterbrain,0.0,0.0,0.13,0.0,0.13
6724,Hulk Hogan's Main Event,Fighting,505 Games,0.1,0.02,0.0,0.01,0.13
6725,Monster Rancher DS,Role-Playing,Tecmo Koei,0.08,0.0,0.05,0.01,0.13
6726,Euro Truck Simulator 2,Action,SCS Software,0.0,0.12,0.0,0.02,0.13
6727,Disruptor,Shooter,Interplay,0.07,0.05,0.0,0.01,0.13
6728,Freddi Fish: ABC under the sea,Misc,Atari,0.13,0.0,0.0,0.01,0.13
6729,Drakengard 2,Role-Playing,Ubisoft,0.06,0.05,0.0,0.02,0.13
6730,Nintendo Puzzle Collection,Puzzle,Unknown,0.0,0.0,0.13,0.0,0.13
6731,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,Action,Sega,0.0,0.0,0.13,0.0,0.13
6732,Hyperdimension Idol Neptunia PP,Misc,Namco Bandai Games,0.04,0.03,0.04,0.02,0.13
6733,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,Misc,Sega,0.0,0.0,0.13,0.0,0.13
6734,Iridion II,Shooter,Vivendi Games,0.09,0.03,0.0,0.0,0.13
6735,Grey's Anatomy: The Video Game,Adventure,Ubisoft,0.08,0.04,0.0,0.0,0.13
6736,Let's Play Garden,Simulation,Deep Silver,0.13,0.0,0.0,0.01,0.13
6737,Hour of Victory,Shooter,Midway Games,0.1,0.01,0.0,0.01,0.13
6738,Mystic Ark,Role-Playing,Enix Corporation,0.0,0.0,0.13,0.0,0.13
6739,NBA Jam 2000,Sports,Acclaim Entertainment,0.12,0.01,0.0,0.0,0.13
6740,Kiniro no Corda 3,Adventure,Tecmo Koei,0.0,0.0,0.13,0.0,0.13
6741,Little Battlers eXperience: Wars,Strategy,Level 5,0.0,0.0,0.13,0.0,0.13
6742,Last Bronx,Fighting,Sega,0.0,0.0,0.13,0.0,0.13
6743,Barbie and Her Sisters Puppy Rescue,Action,Namco Bandai Games,0.0,0.11,0.0,0.0,0.13
6744,Garfield's Fun Fest,Platform,Zoo Digital Publishing,0.07,0.04,0.0,0.01,0.13
6745,Kurt Warner's Arena Football Unleashed,Sports,Midway Games,0.07,0.05,0.0,0.01,0.13
6746,Harvest Moon DS (jp sales),Simulation,Rising Star Games,0.0,0.0,0.13,0.0,0.13
6747,Illusion of Gaia,Role-Playing,Nintendo,0.0,0.0,0.13,0.0,0.13
6748,Farming Simulator 2011,Simulation,Unknown,0.0,0.13,0.0,0.0,0.13
6749,Final Fantasy XI: Rise of the Zilart,Role-Playing,Square Enix,0.0,0.0,0.13,0.0,0.13
6750,My Horse & Me: Riding for Gold,Sports,Atari,0.09,0.03,0.0,0.01,0.13
6751,Medal of Honor: Vanguard,Shooter,Electronic Arts,0.06,0.03,0.03,0.01,0.13
6752,Lovely Lisa and Friends,Simulation,Tomy Corporation,0.12,0.0,0.0,0.01,0.13
6753,Kidz Sports: Crazy Golf,Sports,Data Design Interactive,0.11,0.0,0.0,0.01,0.13
6754,NightCaster,Action,Microsoft Game Studios,0.1,0.03,0.0,0.0,0.13
6755,Gunstar Heroes,Shooter,Sega,0.0,0.0,0.13,0.0,0.13
6756,Horse Life,Simulation,Game Life,0.09,0.02,0.0,0.01,0.13
6757,Naruto Shippuden: Kizuna Drive,Action,Namco Bandai Games,0.04,0.02,0.05,0.02,0.13
6758,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,Sports,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
6759,Fashion Studio: Paris Collection,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.13
6760,Grand Kingdom,Role-Playing,Nippon Ichi Software,0.03,0.02,0.07,0.01,0.13
6761,Namco Soccer Prime Goal,Sports,Sony Computer Entertainment,0.0,0.0,0.12,0.01,0.13
6762,Fatal Inertia,Racing,Tecmo Koei,0.12,0.0,0.0,0.01,0.13
6763,Grand Knights History,Role-Playing,Marvelous Interactive,0.0,0.0,0.13,0.0,0.13
6764,LEGO Racers 2,Racing,Electronic Arts,0.06,0.05,0.0,0.02,0.13
6765,Doukyuusei 2,Role-Playing,NEC Interchannel,0.0,0.0,0.13,0.0,0.13
6766,Nagano Winter Olympics '98,Sports,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13
6767,Overlord: Raising Hell,Action,Codemasters,0.07,0.04,0.0,0.02,0.13
6768,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,Role-Playing,Atlus,0.07,0.05,0.0,0.02,0.13
6769,Baseball Advance,Sports,Sega,0.1,0.04,0.0,0.0,0.13
6770,Operation Abyss: New Tokyo Legacy,Role-Playing,Nippon Ichi Software,0.04,0.01,0.06,0.02,0.13
6771,Academy of Champions: Soccer,Sports,Ubisoft,0.1,0.02,0.0,0.01,0.13
6772,Actua Tennis,Sports,Gremlin Interactive Ltd,0.07,0.05,0.0,0.01,0.13
6773,All Star Cheer Squad 2,Sports,THQ,0.12,0.0,0.0,0.01,0.13
6774,Advent Rising,Action,THQ,0.1,0.03,0.0,0.0,0.13
6775,Aliens in the Attic,Action,Playlogic Game Factory,0.12000000000000001,0.0,0.0,0.01,0.13
6776,Adventures to Go!,Role-Playing,Zushi Games,0.1,0.0,0.01,0.01,0.13
6777,WWE Survivor Series,Fighting,THQ,0.09,0.04,0.0,0.0,0.13
6778,Nobunaga no Yabou: Ranseiki,Strategy,Tecmo Koei,0.0,0.0,0.13,0.0,0.13
6779,Armed and Dangerous,Shooter,LucasArts,0.09,0.03,0.0,0.0,0.13
6780,Suzumiya Haruhi no Tomadoi,Adventure,Banpresto,0.0,0.0,0.13,0.0,0.13
6781,Twister Mania,Misc,505 Games,0.1,0.01,0.0,0.01,0.13
6782,Sega GT,Racing,Sega,0.0,0.0,0.13,0.0,0.13
6783,Shaman King: Power of Spirit,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,0.13
6784,Shimano Xtreme Fishing,Sports,Mastiff,0.12,0.0,0.0,0.01,0.13
6785,Code Lyoko: Quest for Infinity,Action,Game Factory,0.1,0.02,0.0,0.01,0.13
6786,Digimon Racing,Racing,Namco Bandai Games,0.09,0.03,0.0,0.0,0.13
6787,Shin Megami Tensei: Digital Devil Saga,Role-Playing,Ghostlight,0.06,0.05,0.0,0.02,0.13
6788,The Unholy War,Strategy,Eidos Interactive,0.07,0.05,0.0,0.01,0.13
6789,Shining Force III,Strategy,Sega,0.0,0.0,0.13,0.0,0.13
6790,Warcraft III: Reign of Chaos,Strategy,Vivendi Games,0.03,0.08,0.0,0.02,0.13
6791,Victorious: Time to Shine,Action,D3Publisher,0.12,0.0,0.0,0.01,0.13
6792,Shining Wind,Role-Playing,Sega,0.0,0.0,0.13,0.0,0.13
6793,Yggdra Union: We'll Never Fight Alone,Role-Playing,Sting,0.05,0.0,0.07,0.01,0.13
6794,Otogi: Myth of Demons,Action,Sega,0.08,0.02,0.03,0.0,0.13
6795,World Soccer Winning Eleven 2002,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.01,0.13
6796,Winning Post 5,Sports,Tecmo Koei,0.0,0.0,0.13,0.0,0.13
6797,Aikatsu! 365 Idol Days,Adventure,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
6798,Under Night In-Birth,Fighting,Nippon Ichi Software,0.06,0.02,0.04,0.02,0.13
6799,Zenses: Ocean,Puzzle,Game Factory,0.11,0.01,0.0,0.01,0.13
6800,Disney Sports Skateboarding,Sports,Konami Digital Entertainment,0.1,0.03,0.0,0.0,0.13
6801,World Cup Golf: Professional Edition,Sports,U.S. Gold,0.07,0.05,0.0,0.01,0.13
6802,Wallace & Gromit: Curse of the Were-Rabbit,Adventure,Konami Digital Entertainment,0.06999999999999999,0.05,0.0,0.02,0.13
6803,V-Rally 3,Racing,Atari,0.06999999999999999,0.03,0.0,0.01,0.13
6804,Onechanbara: Bikini Samurai Squad,Action,D3Publisher,0.11,0.01,0.0,0.01,0.13
6805,WSC Real 11: World Snooker Championship,Sports,Koch Media,0.0,0.11000000000000001,0.0,0.03,0.13
6806,Yourself Fitness,Sports,responDESIGN,0.09000000000000001,0.04,0.0,0.01,0.13
6807,Walt Disney Pictures Presents: The Wild,Platform,Disney Interactive Studios,0.09,0.03,0.0,0.0,0.13
6808,Disney's Kim Possible: Kimmunicator,Platform,Disney Interactive Studios,0.11,0.01,0.0,0.01,0.13
6809,Wantame Music Channel: Doko Demo Style,Misc,Capcom,0.0,0.0,0.13,0.0,0.13
6810,Ape Escape 3,Platform,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
6811,7th Dragon 2020-II,Role-Playing,Sega,0.0,0.0,0.13,0.0,0.13
6812,Nobunaga no Yabou: Tendou,Strategy,Tecmo Koei,0.0,0.0,0.13,0.0,0.13
6813,Petz Puppyz & Kittenz,Misc,Ubisoft,0.12,0.0,0.0,0.01,0.13
6814,Code Geass: Hangyaku no Lelouch - Lost Colors,Adventure,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
6815,Showtime Championship Boxing,Fighting,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13
6816,Space Bust-A-Move,Puzzle,Square Enix,0.1,0.02,0.0,0.01,0.13
6817,RealSports Volleyball,Sports,Atari,0.12,0.01,0.0,0.0,0.13
6818,City Crisis,Simulation,Take-Two Interactive,0.06,0.05,0.0,0.02,0.13
6819,Phantom Brave: We Meet Again,Role-Playing,Nippon Ichi Software,0.12,0.0,0.01,0.01,0.13
6820,Retro Atari Classics,Misc,Atari,0.12,0.0,0.0,0.01,0.13
6821,Rumble Roses XX,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,0.13
6822,Rurouni Kenshin: Enjou! Kyoto Rinne,Action,Banpresto,0.0,0.0,0.13,0.0,0.13
6823,Contra III: The Alien Wars,Shooter,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
6824,Sally's Salon,Simulation,Capcom,0.12,0.0,0.0,0.01,0.13
6825,Snood,Puzzle,"Destination Software, Inc",0.09,0.03,0.0,0.0,0.13
6826,Turbo: Super Stunt Squad,Sports,D3Publisher,0.0,0.11,0.0,0.0,0.13
6827,Diablo II,Role-Playing,Havas Interactive,0.01,0.09,0.0,0.02,0.13
6828,Tamagotchi no Pichi Pichi Omisecchi,Action,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
6829,Teenage Mutant Ninja Turtles: Tournament Fighters,Fighting,Konami Digital Entertainment,0.04,0.01,0.08,0.0,0.13
6830,The Crew: Wild Run,Action,Ubisoft,0.0,0.12,0.0,0.01,0.13
6831,The Flintstones: Bedrock Bowling,Sports,Ubisoft,0.07,0.05,0.0,0.01,0.13
6832,Black Dawn,Simulation,Virgin Interactive,0.07,0.05,0.0,0.01,0.13
6833,The House of the Dead,Shooter,Sega,0.0,0.0,0.13,0.0,0.13
6834,The IdolM@ster: One for All,Misc,Namco Bandai Games,0.0,0.0,0.13,0.0,0.13
6835,The Sky Crawlers: Innocent Aces,Simulation,Namco Bandai Games,0.09,0.02,0.01,0.01,0.13
6836,The Stronghold Collection,Strategy,Take-Two Interactive,0.03,0.08,0.0,0.02,0.13
6837,RPG Maker II,Role-Playing,Enterbrain,0.06,0.05,0.0,0.02,0.13
6838,DT Racer,Racing,XS Games,0.06,0.05,0.0,0.02,0.13
6839,Puzzle de Harvest Moon,Puzzle,Natsume,0.12,0.0,0.0,0.01,0.13
6840,Santa Claus Is Comin' to Town!,Puzzle,Crave Entertainment,0.13,0.0,0.0,0.01,0.13
6841,Sin and Punishment,Shooter,Nintendo,0.0,0.0,0.13,0.0,0.13
6842,Chuck E. Cheese's Game Room,Misc,UFO Interactive,0.12,0.0,0.0,0.01,0.13
6843,SkullMonkeys,Platform,DreamWorks Interactive,0.07,0.05,0.0,0.01,0.13
6844,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,Role-Playing,Square Enix,0.0,0.0,0.13,0.0,0.13
6845,Smart Boy's Gameroom,Misc,505 Games,0.12,0.0,0.0,0.01,0.13
6846,Puppies 3D,Misc,Ubisoft,0.08,0.04,0.0,0.01,0.13
6847,Chicken Run,Adventure,Eidos Interactive,0.07,0.05,0.0,0.01,0.13
6848,Sentou Kokka Air Land Battle,Strategy,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.13
6849,Smash Court Tennis Pro Tournament 2,Sports,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
6850,Soccer Tsuku DS: World Challenge 2010,Sports,Sega,0.0,0.0,0.13,0.0,0.13
6851,Pop'n Music Portable,Misc,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
6852,Dead to Rights: Reckoning,Shooter,Electronic Arts,0.12,0.0,0.0,0.01,0.13
6853,Conduit 2,Shooter,Sega,0.07,0.04,0.0,0.01,0.13
6854,Portal Runner,Platform,3DO,0.06,0.05,0.0,0.02,0.13
6855,Power Pro Kun Pocket 13,Sports,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
6856,Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,Misc,Nintendo,0.09,0.03,0.0,0.0,0.13
6857,Derby Stallion Advance,Sports,Enterbrain,0.0,0.0,0.12,0.0,0.13
6858,Destruction Derby Arenas,Racing,Sony Computer Entertainment,0.06,0.05,0.0,0.02,0.13
6859,Kamen Rider: Battride War II,Action,Namco Bandai Games,0.0,0.0,0.12000000000000001,0.0,0.12000000000000001
6860,Full Spectrum Warrior: Ten Hammers,Strategy,THQ,0.06,0.03,0.0,0.01,0.12000000000000001
6861,Motocross Mania 3,Racing,Take-Two Interactive,0.060000000000000005,0.04,0.0,0.01,0.12000000000000001
6862,Winning Post 7 2010,Sports,Tecmo Koei,0.0,0.0,0.12000000000000001,0.0,0.12000000000000001
6863,Toy Soldiers: War Chest,Action,Ubisoft,0.11,0.0,0.0,0.02,0.12000000000000001
6864,RedCard 20-03,Sports,Midway Games,0.08,0.04,0.0,0.01,0.12000000000000001
6865,Disney's Party,Misc,Hudson Entertainment,0.09,0.03,0.0,0.0,0.12000000000000001
6866,Kamen Rider: Dragon Knight,Fighting,D3Publisher,0.11,0.0,0.0,0.0,0.12000000000000001
6867,Future Tactics: The Uprising,Strategy,Crave Entertainment,0.07,0.04,0.0,0.01,0.12000000000000001
6868,Fallout: Brotherhood of Steel,Role-Playing,Avalon Interactive,0.07,0.04,0.0,0.01,0.12000000000000001
6869,Futurama,Platform,SCi,0.07,0.04,0.0,0.01,0.12000000000000001
6870,Grand Ages: Medieval,Strategy,Kalypso Media,0.0,0.09,0.01,0.01,0.12000000000000001
6871,E.X. Troopers,Shooter,Capcom,0.0,0.0,0.12000000000000001,0.0,0.12000000000000001
6872,Wrath Unleashed,Strategy,LucasArts,0.07,0.04,0.0,0.01,0.12000000000000001
6873,Dancing on Ice,Sports,Ghostlight,0.0,0.11,0.0,0.01,0.12000000000000001
6874,Agatha Christie: The ABC Murders,Adventure,JoWood Productions,0.08,0.03,0.0,0.01,0.12000000000000001
6875,Enemy Front,Shooter,City Interactive,0.03,0.08,0.0,0.01,0.12000000000000001
6876,Monster Truck Madness,Racing,THQ,0.09,0.03,0.0,0.0,0.12
6877,Handball 16,Sports,Bigben Interactive,0.0,0.1,0.0,0.02,0.12
6878,Lost Magic,Role-Playing,Ubisoft,0.09,0.0,0.02,0.01,0.12
6879,Break 'Em All,Puzzle,D3Publisher,0.11,0.0,0.0,0.01,0.12
6880,Thousand Arms,Role-Playing,Atlus,0.06,0.04,0.0,0.01,0.12
6881,Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,Fighting,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
6882,MTV Sports: Pure Ride,Sports,THQ,0.07,0.05,0.0,0.01,0.12
6883,O.D.T.: Escape... Or Die Trying,Adventure,Psygnosis,0.07,0.05,0.0,0.01,0.12
6884,Ultimate Card Games,Misc,Telegames,0.09,0.03,0.0,0.0,0.12
6885,Capcom vs. SNK 2: Millionaire Fighting 2001,Fighting,Capcom,0.0,0.0,0.12,0.0,0.12
6886,Jikkyou Powerful Pro Yakyuu 8 Ketteiban,Sports,Konami Digital Entertainment,0.0,0.0,0.12,0.0,0.12
6887,Atelier Annie: Alchemists of Sera Island,Role-Playing,Gust,0.08,0.0,0.03,0.01,0.12
6888,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,Misc,Atari,0.11,0.0,0.0,0.01,0.12
6889,Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
6890,Lovely Lisa,Simulation,DHM Interactive,0.11,0.0,0.0,0.01,0.12
6891,Gundam Memories: Tatakai no Kioku,Action,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
6892,Cruis'n,Racing,Midway Games,0.1,0.01,0.0,0.01,0.12
6893,Eyeshield 21: Max Devil Power,Role-Playing,Nintendo,0.0,0.0,0.12,0.0,0.12
6894,Echo Night,Adventure,From Software,0.03,0.02,0.07,0.01,0.12
6895,Rocket: Robot on Wheels,Platform,Ubisoft,0.1,0.02,0.0,0.0,0.12
6896,Chase: Hollywood Stunt Driver,Racing,BAM! Entertainment,0.09,0.03,0.0,0.0,0.12
6897,Puzzler World 2,Puzzle,Ubisoft,0.02,0.07,0.0,0.02,0.12
6898,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,Misc,D3Publisher,0.0,0.0,0.12,0.0,0.12
6899,NHL Powerplay '96,Sports,Virgin Interactive,0.06,0.04,0.0,0.01,0.12
6900,Battle Arena Toshinden Remix,Fighting,Sega,0.0,0.0,0.12,0.0,0.12
6901,Major League Baseball 2K8 Fantasy All-Stars,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12
6902,Mobil 1 Rally Championship,Racing,Electronic Arts,0.07,0.04,0.0,0.01,0.12
6903,Song of the Deep,Action,Insomniac Games,0.1,0.0,0.0,0.01,0.12
6904,Looney Tunes: Sheep Raider,Platform,Infogrames,0.07,0.05,0.0,0.01,0.12
6905,Colony Wars III: Red Sun,Simulation,Psygnosis,0.07,0.05,0.0,0.01,0.12
